1,1,426,599
1,2,949,1123
1,3,1484,1658
1,4,1875,2052
1,5,2404,2576
1,6,2956,3198
1,7,3542,3793
1,8,4182,4468
1,9,4874,5133
1,10,5519,5800
202,1111,433,586
202,2222,975,1164
202,3333,1557,1763
202,4444,2104,2281
202,5555,2624,2809
202,6666,3187,3455
202,7777,3690,3901
202,8888,4284,4561
202,9999,4918,5204
202,1010,5557,5868
3,1,453,622
3,2,1022,1194
3,3,1619,1801
3,4,2181,2386
3,5,2794,2987
3,6,3382,3663
3,7,4059,4341
3,8,4702,4989
3,9,5356,5612
3,10,5826,6139
404,1111,416,579
404,2222,941,1102
404,3333,1537,1716
404,4444,2076,2251
404,5555,2670,2845
404,6666,3241,3456
404,7777,3715,4012
404,8888,4402,4716
404,9999,5087,5381
404,1010,5816,6092
5,1,460,625
5,2,990,1174
5,3,1570,1764
5,4,2157,2346
5,5,2743,2928
5,6,3275,3580
5,7,3789,4081
5,8,4487,4762
5,9,5171,5450
5,10,5807,6093
606,1111,429,586
606,2222,981,1146
606,3333,1550,1724
606,4444,2094,2283
606,5555,2556,2700
606,6666,3076,3364
606,7777,3768,4047
606,8888,4472,4756
606,9999,5168,5440
606,1010,5850,6137
7,1,418,614
7,2,970,1114
7,3,1529,1680
7,4,2118,2284
7,5,2646,2835
7,6,3223,3410
7,7,3808,4000
7,8,4352,4539
7,9,4936,5122
7,10,5473,5593
808,1111,285,435
808,2222,824,992
808,3333,1374,1555
808,4444,1953,2113
808,5555,2588,2740
808,6666,3131,3311
808,7777,3711,3931
808,8888,4297,4535
808,9999,4921,5169
808,1010,5513,5779
9,1,436,623
9,2,969,1138
9,3,1514,1684
9,4,2040,2192
9,5,2626,2776
9,6,3201,3418
9,7,3781,4036
9,8,4406,4619
9,9,4839,5061
9,10,5423,5663
1010,1111,648,831
1010,2222,1230,1381
1010,3333,1819,2026
1010,4444,2472,2664
1010,5555,3053,3236
1010,6666,3650,3904
1010,7777,4289,4579
1010,8888,4954,5234
1010,9999,5581,5765
1010,1010,6094,6397
11,1,421,632
11,2,1016,1228
11,3,1649,1793
11,4,2107,2320
11,5,2747,2973
11,6,3381,3679
11,7,4020,4324
11,8,4709,5037
11,9,5397,5709
11,10,6085,6401
1212,1111,419,594
1212,2222,850,1066
1212,3333,1509,1730
1212,4444,2136,2365
1212,5555,2784,2985
1212,6666,3406,3683
1212,7777,4046,4294
1212,8888,4655,4933
1212,9999,5349,5635
1212,1010,5995,6264
13,1,401,583
13,2,992,1156
13,3,1579,1757
13,4,2202,2360
13,5,2732,2916
13,6,3301,3526
13,7,3963,4170
13,8,4572,4813
13,9,5207,5350
13,10,5639,5863
1414,1111,422,600
1414,2222,980,1070
1414,3333,1390,1550
1414,4444,1937,2094
1414,5555,2459,2630
1414,6666,3060,3260
1414,7777,3641,3910
1414,8888,4318,4570
1414,9999,4991,5208
1414,1010,5622,5900
15,1,396,552
15,2,930,1108
15,3,1493,1653
15,4,2060,2255
15,5,2642,2835
15,6,3200,3504
15,7,3896,4183
15,8,4646,4951
15,9,5400,5629
15,10,5935,6225
1616,1111,431,599
1616,2222,994,1156
1616,3333,1575,1746
1616,4444,2151,2356
1616,5555,2743,2922
1616,6666,3294,3570
1616,7777,3875,4182
1616,8888,4441,4636
1616,9999,5009,5256
1616,1010,5654,5892
17,1,415,596
17,2,967,1079
17,3,1446,1631
17,4,1979,2164
17,5,2534,2727
17,6,3145,3415
17,7,3821,4075
17,8,4445,4718
17,9,5148,5400
17,10,5850,6102
1818,1111,539,714
1818,2222,1095,1281
1818,3333,1561,1724
1818,4444,2103,2309
1818,5555,2720,2893
1818,6666,3298,3538
1818,7777,3939,4159
1818,8888,4584,4809
1818,9999,5182,5414
1818,1010,5831,6080
19,1,559,667
19,2,989,1188
19,3,1579,1768
19,4,2203,2409
19,5,2754,3011
19,6,3442,3614
19,7,4107,4330
19,8,4856,5070
19,9,5564,5773
19,10,6250,6482
2020,1111,434,653
2020,2222,1107,1350
2020,3333,1759,1985
2020,4444,2426,2667
2020,5555,3182,3405
2020,6666,3768,3920
2020,7777,4298,4486
2020,8888,4965,5167
2020,9999,5681,5876
2020,1010,6424,6624
21,1,462,684
21,2,917,1140
21,3,1575,1794
21,4,2242,2457
21,5,2870,3071
21,6,3510,3735
21,7,4228,4448
21,8,4916,5150
21,9,5627,5840
21,10,6350,6509
2222,1111,439,549
2222,2222,969,1163
2222,3333,1568,1780
2222,4444,2200,2412
2222,5555,2761,2931
2222,6666,3381,3580
2222,7777,4056,4242
2222,8888,4718,4893
2222,9999,5328,5523
2222,1010,5962,6140
23,1,469,646
23,2,1054,1235
23,3,1664,1821
23,4,2246,2403
23,5,2764,2859
23,6,3242,3456
23,7,3914,4142
23,8,4606,4782
23,9,5273,5475
23,10,5952,6181
2424,1111,459,638
2424,2222,915,1122
2424,3333,1501,1702
2424,4444,2151,2348
2424,5555,2784,2977
2424,6666,3435,3636
2424,7777,4102,4314
2424,8888,4780,5061
2424,9999,5520,5736
2424,1010,6250,6421
25,1,443,583
25,2,989,1154
25,3,1541,1703
25,4,2125,2285
25,5,2681,2853
25,6,3292,3478
25,7,3909,4100
25,8,4514,4784
25,9,5213,5420
25,10,5687,5940
2626,1111,520,679
2626,2222,1083,1256
2626,3333,1605,1780
2626,4444,2145,2306
2626,5555,2728,2892
2626,6666,3344,3621
2626,7777,4033,4185
2626,8888,4589,4913
2626,9999,5278,5607
2626,1010,6023,6375
27,1,460,628
27,2,1043,1211
27,3,1569,1754
27,4,2114,2286
27,5,2524,2689
27,6,3063,3336
27,7,3735,4055
27,8,4472,4814
27,9,5169,5538
27,10,5900,6264
2828,1111,435,591
2828,2222,987,1143
2828,3333,1549,1718
2828,4444,2126,2281
2828,5555,2670,2825
2828,6666,3246,3489
2828,7777,3773,4061
2828,8888,4465,4815
2828,9999,5150,5450
2828,1010,5873,6213
29,1,282,428
29,2,819,1001
29,3,1355,1527
29,4,1887,2054
29,5,2428,2585
29,6,2964,3274
29,7,3613,3932
29,8,4265,4612
29,9,5009,5381
29,10,5558,5873
3030,1111,391,555
3030,2222,944,1100
3030,3333,1550,1710
3030,4444,2104,2268
3030,5555,2620,2781
3030,6666,3068,3274
3030,7777,3627,3938
3030,8888,4324,4644
3030,9999,5006,5337
3030,1010,5717,6011
