1,1,541,725
1,2,1063,1196
1,3,1547,1749
1,4,2112,2326
1,5,2845,3065
1,6,3752,4033
1,7,4518,4778
1,8,5100,5400
1,9,5862,6175
1,10,6662,6967
202,1111,589,779
202,2222,1244,1427
202,3333,1844,2031
202,4444,2452,2634
202,5555,3075,3262
202,6666,3740,3972
202,7777,4417,4562
202,8888,5005,5253
202,9999,5716,5998
202,1010,6494,6767
3,1,540,722
3,2,1468,1675
3,3,2261,2470
3,4,2963,3173
3,5,3680,3887
3,6,4361,4591
3,7,5065,5246
3,8,5645,5901
3,9,6386,6666
3,10,7280,7531
404,1111,669,888
404,2222,1361,1570
404,3333,2083,2295
404,4444,2787,2989
404,5555,3466,3675
404,6666,4063,4327
404,7777,4771,5039
404,8888,5488,5756
404,9999,6301,6574
404,1010,7036,7311
5,1,505,707
5,2,1223,1428
5,3,1935,2160
5,4,2644,2877
5,5,3455,3709
5,6,4306,4551
5,7,5022,5258
5,8,5796,6037
5,9,6681,6950
5,10,7608,7792
606,1111,690,901
606,2222,1428,1643
606,3333,2274,2499
606,4444,2954,3201
606,5555,3764,3989
606,6666,4381,4607
606,7777,5135,5394
606,8888,5979,6245
606,9999,6819,7060
606,1010,7598,7868
7,1,282,444
7,2,782,959
7,3,1302,1466
7,4,1800,2007
7,5,2309,2493
7,6,2749,2848
7,7,3318,3505
7,8,3850,4015
7,9,4320,4489
7,10,4815,5001
808,1111,304,478
808,2222,776,945
808,3333,1277,1475
808,4444,1780,1998
808,5555,2300,2489
808,6666,2861,3029
808,7777,3339,3478
808,8888,3794,3977
808,9999,4302,4499
808,1010,4845,5045
9,1,292,471
9,2,826,1046
9,3,1295,1466
9,4,1777,1953
9,5,2312,2495
9,6,2815,2938
9,7,3345,3483
9,8,3822,3982
9,9,4315,4474
9,10,4838,5002
1010,1111,289,434
1010,2222,832,983
1010,3333,1278,1447
1010,4444,1813,1983
1010,5555,2296,2445
1010,6666,2830,2982
1010,7777,3307,3460
1010,8888,3832,4000
1010,9999,4400,4568
1010,1010,4856,5022
11,1,363,517
11,2,857,1020
11,3,1346,1504
11,4,1861,2031
11,5,2363,2549
11,6,2831,2984
11,7,3351,3520
11,8,3908,4063
11,9,4378,4548
11,10,4846,5009
1212,1111,277,435
1212,2222,792,950
1212,3333,1274,1431
1212,4444,1798,1947
1212,5555,2313,2483
1212,6666,2835,2997
1212,7777,3335,3502
1212,8888,3813,3992
1212,9999,4320,4480
1212,1010,4835,4942
13,1,406,576
13,2,898,1069
13,3,1426,1606
13,4,1883,2044
13,5,2384,2537
13,6,2861,3061
13,7,3355,3593
13,8,3840,4090
13,9,4315,4562
13,10,4797,5057
1414,1111,690,833
1414,2222,1387,1543
1414,3333,2176,2336
1414,4444,2702,2825
1414,5555,3383,3537
1414,6666,4270,4514
1414,7777,5106,5347
1414,8888,5922,6207
1414,9999,6778,7082
1414,1010,7711,7954
15,1,572,714
15,2,1183,1343
15,3,1822,1971
15,4,2452,2607
15,5,3116,3260
15,6,3616,3852
15,7,4347,4616
15,8,5014,5266
15,9,5783,6071
15,10,6595,6863
1616,1111,619,780
1616,2222,1264,1415
1616,3333,1933,2077
1616,4444,2586,2714
1616,5555,3299,3441
1616,6666,4084,4337
1616,7777,4817,4991
1616,8888,5445,5729
1616,9999,6297,6580
1616,1010,7151,7434
17,1,623,783
17,2,1443,1599
17,3,1994,2149
17,4,2779,2911
17,5,3585,3763
17,6,4413,4679
17,7,5228,5499
17,8,5980,6283
17,9,6853,7162
17,10,7714,8016
1818,1111,573,719
1818,2222,1217,1300
1818,3333,1696,1844
1818,4444,2433,2582
1818,5555,3231,3388
1818,6666,3853,4108
1818,7777,4695,4982
1818,8888,5599,5853
1818,9999,6291,6571
1818,1010,6943,7096
19,1,324,461
19,2,847,997
19,3,1336,1483
19,4,1829,1982
19,5,2379,2536
19,6,2847,3067
19,7,3291,3521
19,8,3892,4102
19,9,4388,4615
19,10,4870,5077
2020,1111,402,547
2020,2222,852,995
2020,3333,1318,1467
2020,4444,1787,1949
2020,5555,2331,2479
2020,6666,2810,3029
2020,7777,3317,3529
2020,8888,3785,4010
2020,9999,4311,4512
2020,1010,4808,5028
21,1,295,435
21,2,819,963
21,3,1286,1433
21,4,1817,1963
21,5,2298,2437
21,6,2841,3007
21,7,3325,3478
21,8,3857,4039
21,9,4323,4505
21,10,4823,5009
2222,1111,293,431
2222,2222,794,956
2222,3333,1292,1434
2222,4444,1837,1991
2222,5555,2330,2489
2222,6666,2815,3030
2222,7777,3329,3564
2222,8888,3877,4075
2222,9999,4320,4543
2222,1010,4846,5061
23,1,350,491
23,2,828,985
23,3,1359,1517
23,4,1878,2015
23,5,2344,2478
23,6,2891,3030
23,7,3429,3563
23,8,3924,4062
23,9,4414,4560
23,10,4944,5088
2424,1111,507,653
2424,2222,927,1075
2424,3333,1366,1510
2424,4444,1846,2001
2424,5555,2332,2485
2424,6666,2829,2994
2424,7777,3302,3443
2424,8888,3832,3988
2424,9999,4306,4456
2424,1010,4817,4969
25,1,591,763
25,2,1305,1462
25,3,2181,2346
25,4,2864,3024
25,5,3598,3756
25,6,4372,4617
25,7,5178,5420
25,8,5769,5991
25,9,6558,6810
25,10,7380,7661
2626,1111,562,728
2626,2222,1255,1441
2626,3333,1953,2134
2626,4444,2679,2838
2626,5555,3195,3370
2626,6666,3885,4137
2626,7777,4574,4808
2626,8888,5407,5658
2626,9999,6242,6475
2626,1010,7104,7337
27,1,339,519
27,2,1009,1187
27,3,1731,1907
27,4,2521,2699
27,5,3355,3523
27,6,4221,4448
27,7,4857,5122
27,8,5488,5659
27,9,6310,6569
27,10,7168,7423
2828,1111,474,642
2828,2222,1164,1259
2828,3333,1714,1891
2828,4444,2422,2590
2828,5555,3154,3334
2828,6666,4001,4244
2828,7777,4811,5046
2828,8888,5716,5975
2828,9999,6587,6849
2828,1010,7234,7510
29,1,717,900
29,2,1403,1577
29,3,2057,2249
29,4,2738,2920
29,5,3420,3603
29,6,4011,4238
29,7,4692,4935
29,8,5503,5745
29,9,6363,6600
29,10,7223,7480
3030,1111,507,666
3030,2222,1031,1184
3030,3333,1623,1797
3030,4444,2217,2413
3030,5555,2910,3092
3030,6666,3631,3895
3030,7777,4442,4690
3030,8888,5210,5467
3030,9999,5907,6171
3030,1010,6726,7004
