1,1,454,699
1,2,1084,1376
1,3,1784,2097
1,4,2483,2781
1,5,3170,3478
1,6,3921,4193
1,7,4574,4968
1,8,5422,5862
1,9,6267,6682
1,10,7092,7459
202,1111,112,330
202,2222,695,961
202,3333,1365,1663
202,4444,2055,2337
202,5555,2743,3039
202,6666,3434,3756
202,7777,4146,4425
202,8888,4882,5203
202,9999,5582,5777
202,1010,6146,6519
3,1,385,646
3,2,1036,1344
3,3,1719,2019
3,4,2439,2622
3,5,2990,3337
3,6,3690,4044
3,7,4455,4827
3,8,5203,5542
3,9,5954,6349
3,10,6761,7183
404,1111,475,737
404,2222,1190,1495
404,3333,1875,2191
404,4444,2667,3019
404,5555,3404,3731
404,6666,4257,4612
404,7777,5061,5349
404,8888,5616,5936
404,9999,6329,6656
404,1010,7098,7408
5,1,434,734
5,2,1133,1413
5,3,1856,2089
5,4,2391,2682
5,5,3127,3467
5,6,3920,4258
5,7,4674,4975
5,8,5340,5691
5,9,6132,6439
5,10,6847,7168
606,1111,406,735
606,2222,1127,1415
606,3333,1812,2161
606,4444,2522,2876
606,5555,3255,3596
606,6666,4060,4373
606,7777,4847,5103
606,8888,5528,5898
606,9999,6335,6711
606,1010,7148,7507
7,1,423,645
7,2,1081,1319
7,3,1735,1953
7,4,2346,2558
7,5,2971,3184
7,6,3550,3664
7,7,4027,4225
7,8,4605,4808
7,9,5201,5397
7,10,5795,5996
808,1111,474,662
808,2222,1138,1318
808,3333,1767,1895
808,4444,2230,2442
808,5555,2786,2979
808,6666,3393,3585
808,7777,3969,4169
808,8888,4520,4690
808,9999,5043,5229
808,1010,5618,5835
9,1,421,585
9,2,984,1166
9,3,1572,1729
9,4,2081,2191
9,5,2561,2744
9,6,3149,3342
9,7,3702,3907
9,8,4293,4494
9,9,4880,5074
9,10,5460,5665
1010,1111,432,624
1010,2222,970,1111
1010,3333,1507,1693
1010,4444,2138,2320
1010,5555,2707,2893
1010,6666,3285,3501
1010,7777,3881,4087
1010,8888,4442,4649
1010,9999,5063,5301
1010,1010,5652,5857
11,1,554,718
11,2,1156,1358
11,3,1731,1928
11,4,2345,2527
11,5,2907,3098
11,6,3458,3649
11,7,4019,4224
11,8,4592,4799
11,9,5095,5211
11,10,5585,5774
1212,1111,465,675
1212,2222,1032,1203
1212,3333,1628,1828
1212,4444,2208,2433
1212,5555,2838,3049
1212,6666,3436,3658
1212,7777,4044,4164
1212,8888,4467,4654
1212,9999,5057,5240
1212,1010,5641,5843
13,1,423,616
13,2,1065,1261
13,3,1622,1859
13,4,2257,2475
13,5,2844,3038
13,6,3443,3836
13,7,4243,4575
13,8,5028,5370
13,9,5774,6072
13,10,6464,6780
1414,1111,245,460
1414,2222,953,1166
1414,3333,1576,1798
1414,4444,2143,2382
1414,5555,2783,3020
1414,6666,3479,3822
1414,7777,4272,4672
1414,8888,5056,5439
1414,9999,5680,6024
